Word,Pinyin,Translation,Sentence,Sentence Pinyin,Sentence Translation
礼物,lǐwù,"gift, present",他送我一份礼物。,Tā sòng wǒ yífèn lǐwù.,He sent me a gift.
礼物,lǐwù,"gift, present",爸爸每年都送我生日礼物。,Bàba měinián dōu sòng wǒ shēngri lǐwù.,My father gives me a birthday present every year.
座位,zuòwèi,seat,我们预订座位。,Wǒmen yùdìng zuòwèi.,We want to reserve a seat.
座位,zuòwèi,seat,他的座位在教室中间。,Tāde zuòwèi zài jiàoshì zhōngjiān.,His seat is in the middle of the classroom.
舒服,shūfu,comfortable; feel well,他很累，睡了一觉感觉真舒服。,"Tā hěn lèi, shuì le yí jiào gǎnjué zhēn shūfu.","He was very tired, but he slept a bit and felt much better."
舒服,shūfu,comfortable; feel well,我不太舒服。,Wǒ bú tài shūfu.,I'm not feeling well.
舒服,shūfu,comfortable; feel well,他身体不舒服。,Tā shēntǐ bù shūfu.,He doesn't feel well.
很久,hěn jiǔ,long time,他很久以前就学过中文。,Tā hěn jiǔ yǐqián jiù xué guò zhōngwén.,He learned Chinese long ago.
很久,hěn jiǔ,long time,老朋友很久没有见面了。,Lǎo péngyou hěn jiǔ méiyǒu jiànmiàn le.,It has been a long time since the old friends last met.
很久,hěn jiǔ,long time,这是很久以前的照片。,Zhè shì hěn jiǔ yǐqián de zhàopiàn.,This is an old photo.
请假,qǐngjià,"take leave, take a vacation",他生病，向老师请假一天。,"Tā shēngbìng, xiàng lǎoshī qǐngjià yìtiān.",He was sick and asked to take one day off from the teacher.
请假,qǐngjià,"take leave, take a vacation",他请假了。,Tā qǐngjià le.,He took a vacation.
散步,sànbù,take a walk,要去散步吗？,Yào qù sànbù ma?,Want to take a walk?
散步,sànbù,take a walk,他们到公园散步去了。,Tāmen dào gōngyuán sànbù qù le.,They went to the park to have a walk.
筷子,kuàizi,chopsticks,有的筷子是用竹子做的。,Yǒu de kuàizi shì yòng zhúzi zuò de.,Some chopsticks are made of bamboo.
筷子,kuàizi,chopsticks,中国人用筷子吃饭。,Zhōngguó rén yòng kuàizi chīfàn.,Chinese people use chopsticks to eat.
借钱,jièqián,borrow money,静子向哥哥借钱买房子。,Jìngzǐ xiàng gēge jièqián mǎi fángzi.,Jing Zi borrowed money from her elder brother to buy a house.
借钱,jièqián,borrow money,借钱需要有信用。,Jiè qián xūyào yǒu xìnyòng.,You need credit to borrow money.
恭喜,gōngxǐ,congratulations,恭喜发财！,Gōngxǐ fācái!,Wish you good fortune!
恭喜,gōngxǐ,congratulations,朋友们恭喜他生了个儿子。,Péngyou men gōngxǐ tā shēng le ge érzi.,Friends congratulated him on the birth of his son.
喝醉,hēzuì,get drunk,他喝醉了。,Tā hēzuì le.,He got drunk.
喝醉,hēzuì,get drunk,他喝了很多酒，喝醉了。,"Tā hē le hěn duō jiǔ, hēzuì le.",He drank at lot of alcohol and got drunk.
一块,yíkuài,together,我们一块儿吃饭吧！,Wǒmen yíkuài'r chī fàn ba!,Let's eat together.
一块,yíkuài,together,我们下午一块儿去游泳吧！,Wǒmen xiàwǔ yíkuài'r qù yóuyǒng ba!,Let's go swimming together this afternoon.
可爱,kě'ài,"cute, lovable",那只狗很可爱。,Nèi zhī gǒu hěn kě'ài.,That dog is very cute.
可爱,kě'ài,"cute, lovable",那个布娃娃非常可爱。,Nàge bù wáwa fēicháng kě'ài.,That rag doll is very cute.
机会,jīhuì,"opportunity, chance",老板给了他一次旅游的机会。,Láobǎn gěi le tā yícì lǚyóu de jīhuì.,The boss gave him an opportunity to travel.
机会,jīhuì,"opportunity, chance",投资的机会来了。,Tóuzī de jīhuì lái le.,An investment opportunity has arrived.
记住,jìzhù,"remember, keep in mind",他记住了她的名字。,Tā jìzhù le tāde míngzi.,He remembered her name.
记住,jìzhù,"remember, keep in mind",重复看，才会记住。,"Chóngfù kàn, cái huì jìzhù.",You will only remember it after repeated viewings.
贵姓,guìxìng,your surname {formal},中国人见面常问“你贵姓”？,"Zhōngguó rén jiànmiàn cháng wèn ""nǐ guìxìng""？","When Chinese people meet, they often ask ""What is your surname?"""
贵姓,guìxìng,your surname {formal},您贵姓？,Nín guìxìng?,What's your surname please?
穷人,qióngrén,poor people,这个村子里面有许多穷人。,Zhège cūnzi lǐmiàn yǒu xǔduō qióngrén.,This village has many poor people.
穷人,qióngrén,poor people,穷人生活很困苦。,Qióngrén shēnghuó hěn kùnkǔ.,Poor people have hard lives.
教书,jiāoshū,teach,他很会教书。,Tā hěn huì jiāoshū.,He teaches very well.
教书,jiāoshū,teach,他在上海中学教书。,Tā zài Shànghǎi zhōngxué jiāoshū.,He teaches in a middle school in Shanghai.
空,kōng,"empty, hollow",这个糖盒空了。,Zhège tánghé kōng le.,This candy box is empty.
空,kōng,"empty, hollow",竹子里面是空的。,Zhúzi lǐmiàn shì kōng de.,Bamboo is hollow.
个性,gèxìng,"personality, individual traits or characteristics",他的个性很急。,Tāde gèxìng hěn jí.,He is short-tempered.
个性,gèxìng,"personality, individual traits or characteristics",这个年轻人很有个性。,Zhège niánqīng rén hěn yǒu gèxìng.,This young person is quite a character.
自信,zìxìn,be self-confident,我自信我能成功。,Wǒ zìxìn wǒ néng chénggōng.,I have confidence I will succeed.
自信,zìxìn,be self-confident,他缺乏自信。,Tā quēfá zìxìn.,He lacks confidence.
修理,xiūlǐ,"repair, fix",我的车子需要修理。,Wǒde chēzi xūyào xiūlǐ.,My car needs to be repaired.
修理,xiūlǐ,"repair, fix",他在修理他的自行车。,Tā zài xiūlǐ tāde zìxíngchē.,He is repairing his bicycle.
上班,shàngbān,"go to work, go on duty",他还在上班。,Tā hái zài shàngbān.,He is still at work.
上班,shàngbān,"go to work, go on duty",每天一到7点，老齐就上班去。,"Měitiān yí dào qī diǎn, Lǎo Qí jiù shàngbān qù.","Every day at 7 o'clock, Lao Qi goes to work."
上班,shàngbān,"go to work, go on duty",银行九点上班。,Yínháng jiǔdiǎn shàngbān.,The bank opens at 9.
信用卡,xìnyòngkǎ,credit card,我用信用卡买东西。,Wǒ yòng xìnyòngkǎ mǎi dōngxi.,I use credit cards to buy things.
信用卡,xìnyòngkǎ,credit card,小梅常用信用卡付款。,Xiǎo Méi cháng yòng xìnyòngkǎ fùkuǎn.,Xiao Mei often pays by credit card.
生气,shēngqì,get angry,那种做法令人生气。,Nà zhǒng zuòfǎ lìng rén shēngqì.,It makes people angry to do things in that way.
生气,shēngqì,get angry,小林没有完成作业，老师生气了。,"Xiǎo Lín méiyǒu wánchéng zuòyè, lǎoshī shēngqì le.",The teacher got angry because Xiao Li didn't finish his homework.
请客,qǐngkè,"treat somebody (to dinner, movie, etc)",我请客。,Wǒ qǐngkè.,My treat.
请客,qǐngkè,"treat somebody (to dinner, movie, etc)",他获奖了，我们叫他请客。,"Tā huòjiǎng le, wǒmen jiào tā qǐngkè.","He won a prize, so we told him to treat us to a meal."
年级,niánjí,"grade, year (in school)",我的孩子小学三年级。,Wǒde háizi xiǎoxué sān niánjí.,My kid is in the third year of elementary school.
年级,niánjí,"grade, year (in school)",我和我妹妹在同一个年级。,Wǒ hé wǒ mèimei zài tóng yígè niánjí.,My sister and I are in the same grade.
骂,mà,"scold, rebuke; swear, curse",他工作失误，老板骂了他。,"Tā gōngzuò shīwù , lǎobǎn mà le tā.",The boss scolded him because of his mistakes at his job.
骂,mà,"scold, rebuke; swear, curse",别人骂了他，但他无所谓。,"Biéren mà le tā, dàn tā wúsuǒwèi.","He was scolded by others, but he didn't care."
笔,bǐ,pen; writing brush; measure word for a sum of money,老师奖了他一支笔。,Lǎoshī jiǎng le tā yìzhī bǐ.,The teacher awarded him a pen.
笔,bǐ,pen; writing brush; measure word for a sum of money,这一笔钱不少。,Zhèi yì bǐ qián bù shǎo.,This is a large sum of money.
复习,fùxí,review,快考试了，小马在认真复习。,"Kuài kǎoshì le, Xiǎo Mǎ zài rènzhēn fùxí.",Xiao Ma is seriously studying because the exam is drawing near.
复习,fùxí,review,我在图书馆里复习。,Wǒ zài túshūguǎn li fùxí.,I am reviewing in the library.
复习,fùxí,review,我要复习前面十课。,Wǒ yào fùxí qiánmiàn shí kè.,I need to review the last ten lessons.
里面,lǐmiàn,"inside, interior",房子里面没有人。,Fángzi lǐmiàn méiyǒu rén.,There is no one in the house.
里面,lǐmiàn,"inside, interior",屋子里面有两个人。,Wūzi lǐmiàn yǒu liǎng'ge rén.,Two people are in the room.
累,lèi,tired,我已经很累了。,Wǒ yǐjīng hěn lèi le.,I am already very tired.
累,lèi,tired,忙了一整天，真累！,"Máng le yì zhěng tiān, zhēn lèi!",I was busy all day and am really tired!
找,zhǎo,"search, look for",小明在书包里找笔。,Xiǎo Míng zài shūbāo li zhǎo bǐ.,Xiao Ming is searching in his bag for a pen.
找,zhǎo,"search, look for",我上网找资料。,Wǒ shàngwǎng zhǎo zīliào.,I go online to search for information.
旧,jiù,"old, past; former, previous",他的自行车已经很旧了。,Tāde zìxíngchē yǐjīng hěn jiù le.,His bicycle is already well worn.
旧,jiù,"old, past; former, previous",车子已经旧了。,Chēzi yǐjīng jiù le.,The car is already old.
辣,là,"hot, spicy",四川菜很辣。,Sìchuān cài hěn là.,Sichuanese cuisine is very spicy.
辣,là,"hot, spicy",四川小吃很辣。,Sìchuān xiǎochī hěn là.,Sichuanese snacks are very spicy.
懂,dǒng,"know, understand",我懂了。,Wǒ dǒng le.,I understand.
懂,dǒng,"know, understand",听了讲解，这道难题我懂了。,"Tīng le jiǎngjiě, zhè dào nántí wǒ dǒng le.","Listening to the explanation, I finally understood this difficult problem."
世纪,shìjì,century,一个世纪就是一百年。,Yígè shìjì jiù shì yì bǎi nián.,One century is 100 years.
世纪,shìjì,century,已经进入二十一世纪了。,Yǐjīng jìnrù èrshíyī shìjì le.,We have entered the 21st century.
继续,jìxù,"continue, carry on",继续吧！,Jìxù ba!,Go on!
继续,jìxù,"continue, carry on",休息了一会儿，我们继续工作了。,"Xiūxi le yīhuì'r, wǒmen jìxù gōngzuò le.","After a short break, we continued working."
继续,jìxù,"continue, carry on",请你继续说。,Qǐng nǐ jìxù shuō.,Please continue speaking.
制度,zhìdù,"system, institution; regulations, rules",公司制定了这项奖罚制度。,Gōngsī zhìdìng le Zhèixiàng jiǎngfá zhìdù.,The company established this award/penalty system.
制度,zhìdù,"system, institution; regulations, rules",美国的法律制度很发达。,Měiguó de fǎlǜ zhìdù hěn fādá.,The legal system of the U.S. is highly developed.
稳定,wěndìng,"steady, stable",病人的情况很稳定。,Bìngrén de qíngkuàng hěn wěndìng.,The patient's situation is very stable.
稳定,wěndìng,"steady, stable",政治稳定带来经济稳定。,Zhèngzhì wěndìng dàilái jīngjì wěndìng.,Stable politics bring a stable economy.
稳定,wěndìng,"steady, stable",他每个月有稳定的收入。,Tā měige yuè yǒu wěndìng de shōurù.,He has a steady monthly income.
不断,búduàn,"continuous; steady, constant",孩子们不断得提问。,Háizi men búduànde tíwèn.,The children are continuously asking questions.
不断,búduàn,"continuous; steady, constant",美国不断避免两岸发生问题。,Měiguó búduàn bìmiǎn liǎngàn fāshēng wèntí.,The U.S. always tries to avoid problems across the strait.
专家,zhuānjiā,"expert, specialist",他是一名电脑专家。,Tā shì yìmíng diànnǎo zhuānjiā.,He is a computer specialist.
专家,zhuānjiā,"expert, specialist",他是经济专家。,Tā shì jīngjì zhuānjiā.,He is an expert in economics.
学习,xuéxí,"study, learn",她学习很认真。,Tā xuéxí hěn rènzhēn.,She studies very hard.
学习,xuéxí,"study, learn",学习遇到了瓶颈。,Xuéxí yùdào le píngjǐng.,My studies have hit a wall.
学习,xuéxí,"study, learn",他来中国学习汉语。,Tā lái Zhōngguó xuéxí hànyǔ.,He came to China to learn Chinese.
接受,jiēshòu,accept,小海接受了小琴的礼物。,Xiǎo Hǎi jiēshòu le Xiǎo Qín de lǐwù.,Xiao Hai accepted Xiao Qin's gift.
接受,jiēshòu,accept,我接受任何批评。,Wǒ jiēshòu rènhé pīpíng.,I'm open to any criticism.
责任,zérèn,"duty, responsibility",每天清洁地面是她的责任。,Měitiān qīngjié dìmiàn shì tāde zérèn.,Cleaning the floor every day is her duty.
责任,zérèn,"duty, responsibility",别推诿责任。,Bié tuīwěi zérèn.,Don't shirk your responsibilities.
严重,yánzhòng,"serious, critical, grave",他病得很严重。,Tā bìngde hěn yánzhòng.,He is seriously ill.
严重,yánzhòng,"serious, critical, grave",工厂的污染很严重。,Gōngchǎng de wūrǎn hěn yánzhòng.,Pollution from the factory is severe.
严重,yánzhòng,"serious, critical, grave",出车祸了，他伤得很严重。,"Chū chēhuò le, tā shāngde hěn yánzhòng.",There was a car accident and he was badly injured.
成功,chénggōng,succeed; success,他成功地完成了这项任务。,Tā chénggōng de wánchéng le zhèixiàng rènwù.,He successfully completed this task.
成功,chénggōng,succeed; success,他成功了。,Tā chénggōng le.,He succeeded.
银行,yínháng,bank,银行九点上班。,Yínháng jiǔdiǎn shàngbān.,The bank opens at 9.
银行,yínháng,bank,我跟银行贷款。,Wǒ gēn yínháng dàikuǎn.,I got a loan from the bank.
银行,yínháng,bank,这家银行倒闭了。,Zhèjiā yínháng dǎobì le.,This bank went bankrupt.
一直,yīzhí,"always, all along",我一直坚持每天早晨跑步。,Wǒ yìzhí jiānchí měitiān zǎochen pǎobù.,I always go jogging in the morning.
一直,yīzhí,"always, all along",张先生一直都很喜欢李小姐。,Zhāng xiānsheng yìzhí dōu hěn xǐhuan lǐ xiǎojie.,Mr. Zhang has always had a crush on Miss Li.
条件,tiáojiàn,condition; requirement,留学生的住宿条件很好。,Liú xuésheng de zhù sù tiáojiàn hěn hǎo.,The dorms of overseas students is very good.
条件,tiáojiàn,condition; requirement,他提出了一个条件。,Tā tíchū le yígè tiáojiàn.,He put forth a condition.
只有,zhǐyǒu,there is only; only if,只有两个人知道这件事情。,Zhǐ yǒu liǎngge rén zhīdào zhèijiàn shìqing.,There are only two people who know this matter.
只有,zhǐyǒu,there is only; only if,只有努力才有好成绩。,Zhǐ yǒu nǔlì cái yǒu hǎo chéngjì.,Only through hard work will one have good results.
比赛,bǐsài,"match, competition, contest",NBA是职业比赛。,NBA shì zhíyè bǐsài.,The NBA plays professional games.
比赛,bǐsài,"match, competition, contest",他们正在比赛跳远。,Tāmen zhèng zài bǐsài tiàoyuǎn.,They are competing in the long jump.
介绍,jièshào,"introduce; recommend, suggest",我给小马介绍了一个女朋友。,Wǒ gěi Xiǎo Mǎ jièshào le yígè nǚ péngyou.,I introduced Xiao Ma to a girl.
介绍,jièshào,"introduce; recommend, suggest",我来介绍林先生给你们认识。,Wǒ lái jièshào lín xiānsheng gěi nǐmen rènshi.,Let me introduce Mr. Lin to you.
飞机,fēijī,airplane,飞机上没有什么客人。,Fēijī shàng méiyǒu shénme kèren.,There are few guests on the plane.
飞机,fēijī,airplane,我坐的飞机晚点了。,Wǒ zuò de fēijī wǎn diǎn le.,My flight is delayed.
宣布,xuānbù,"announce, declare, proclaim",政府宣布了一项环保措施。,Zhèngfǔ xuānbù le yíxiàng huánbǎo cuòshī.,The government announced an environmental protection measure.
宣布,xuānbù,"announce, declare, proclaim",老师宣布了考试的时间。,Lǎoshī xuānbù le kǎoshì de shíjiān.,The teacher announced the time of the exam.
经过,jīngguò,"pass through, pass by; experience, undergo",我上学经过一家超市。,Wǒ shàngxué jīngguò yìjiā chāoshì.,I pass by a supermarket on my way to school.
经过,jīngguò,"pass through, pass by; experience, undergo",我们会经过你家。,Wǒmen huì jīngguò nǐ jiā.,We will pass by your house.
保持,bǎochí,"maintain, keep",保持联络！,Bǎochí liánluò!,Keep in touch!
保持,bǎochí,"maintain, keep",我们在医院里要保持安静。,Wǒmen zài yīyuàn li yào bǎochí ānjìng.,We should keep quiet in hospitals.
虽然,suīrán,"although, though",虽然很累，但是还不能休息。,"Suīrán hěn lèi, dànshì hái bù néng xiūxi.",We still can't rest even though we are very tired.
虽然,suīrán,"although, though",虽然她是女孩，但是她很勇敢。,"Suīrán tā shì nǚhái, dànshì tā hěn yǒnggǎn.","Although she is a girl, she is very brave."
准备,zhǔnbèi,"prepare, get ready; plan",吃完饭，他准备去上班了。,"Chī wánfàn, tā zhǔnbèi qù shàngbān le.","After eating dinner, he got ready to go to work."
准备,zhǔnbèi,"prepare, get ready; plan",准备好了吗？,Zhǔnbèi hǎo le ma?,Are you ready?
时候,shíhou,time (when),念大学的时候，我住在学校宿舍。,"Niàn dàxué de shíhou, wǒ zhù zài xuéxiào sùshè.","When I was in college, I lived in the school dormitory."
时候,shíhou,time (when),什么时候可以告诉我？,Shénme shíhou kěyǐ gàosu wǒ?,When can you tell me?
时候,shíhou,time (when),睡觉的时候请关好门。,Shuìjiào de shíhou qǐng guān hǎo mén.,"When you sleep, please close the door."
直接,zhíjiē,directly; direct,我直接告诉你吧！,Wǒ zhíjiē gàosu nǐ ba!,Let me tell you directly.
直接,zhíjiē,directly; direct,下课后，他直接就回家了。,"Xiàkè hòu, tā zhíjiē jiù huíjiā le.","After the end of class, he went straight home."
结束,jiéshù,"conclude, finish",他结束了这天的工作。,Tā jiéshù le zhè tiān de gōngzuò.,He finished this day's work.
结束,jiéshù,"conclude, finish",学期结束了。,Xuéqī jiéshù le.,The semester has ended.
最近,zuìjìn,recently; soon,他的工作最近很顺利。,Tāde gōngzuò zuìjìn hěn shùnlì.,He is doing well at work recently.
最近,zuìjìn,recently; soon,最近好吗？,Zuìjìn hǎo ma?,How are you lately?
按照,ànzhào,according to; on the basis of,法官按照法律做决定。,Fǎguān ànzhào fǎlǜ zuò juédìng.,The judge made a verdict based on the law.
按照,ànzhào,according to; on the basis of,政府按照步骤进行改革。,Zhèngfǔ ànzhào bùzhòu jìnxíng gǎigé.,The government is carrying out the reforms step by step.
按照,ànzhào,according to; on the basis of,松岛按照老板的要求工作。,Sōng Dǎo ànzhào lǎobǎn de yāoqiú gōngzuò.,Song Dao does his job as his boss directs.
控制,kòngzhì,"control, command",小红的病情得到了控制。,Xiǎo Hóng de bìngqíng dédào le kòngzhì.,Xiao Hong's disease was brought under control.
控制,kòngzhì,"control, command",警察控制了事故现场。,Jǐngchá kòngzhì le shìgù xiànchǎng.,The police controlled the accident area.
控制,kòngzhì,"control, command",美国控制了伊拉克的军事中枢。,Měiguó kòngzhì le Yīlākè de jūnshì zhōngshū.,The U.S. controlled Iraq's military center.
健康,jiànkāng,"health; healthy, sound",那个老人很健康。,Nèige lǎorén hěn jiànkāng.,That old man is very healthy.
健康,jiànkāng,"health; healthy, sound",他的身体很健康。,Tāde shēntǐ hěn jiànkāng.,His health is very good.
帮助,bāngzhù,"help, assist; assistance",穷国需要帮助。,Qióng guó xūyào bāngzhù.,Poor nations need help.
帮助,bāngzhù,"help, assist; assistance",政府愿意对穷人予以帮助。,Zhèngfǔ yuànyì duì qióngrén yǔ yǐ bāngzhù.,The government is willing to help poor people.
帮助,bāngzhù,"help, assist; assistance",我帮助他学习汉语。,Wǒ bāngzhù tā xuéxí hànyǔ.,I helped him learn Chinese.
价格,jiàgé,price,这件玩具的价格很高。,Zhèjiàn wánjù de jiàgé hěn gāo.,The price of this toy is very high.
价格,jiàgé,price,价格很低廉。,Jiàgé hěn dīlián.,The price is low.
运动,yùndòng,"exercise; sports; movement, campaign",你平时喜爱做运动吗？,Nǐ píngshí xǐ'ài zuò yùndòng ma?,Do you normally like doing sports?
运动,yùndòng,"exercise; sports; movement, campaign",他常常运动。,Tā chángcháng yùndòng.,He exercises a lot.
欢迎,huānyíng,welcome,欢迎光临。,Huānyíng guānglín.,Welcome.
欢迎,huānyíng,welcome,欢迎大家来中国学习汉语。,Huānyíng dàjiā lái Zhōngguó xuéxí Hànyǔ.,We welcome you to come to China to learn Chinese.
认识,rènshi,"know, understand; knowledge, awareness",他们本来就认识。,Tāmen běnlái jiù rènshi.,They knew each other from before.
认识,rènshi,"know, understand; knowledge, awareness",你认识他吗？,Nǐ rènshi tā ma?,Do you know him?
认识,rènshi,"know, understand; knowledge, awareness",今天我*认识*了一个新朋友。,Jīntiān wǒ rènshi le yígè xīn péngyou.,"Today, I made a new friend."
文章,wénzhāng,"article, essay; literary works",这篇文章很难。,Zhèi piān wénzhāng hěn nán.,This article is very difficult.
文章,wénzhāng,"article, essay; literary works",这篇文章写得很好。,Zhè piān wénzhāng xiěde hěn hǎo.,This article is well-written.
家庭,jiātíng,"family, household",贝贝生活在一个幸福的家庭里。,Bèi Bei shēnghuó zài yígè xìngfú de jiātíng lǐ.,Beibei lives in a happy family.
家庭,jiātíng,"family, household",贫穷家庭的孩子没有钱上学。,Pínqióng jiātíng de háizi méiyǒu qián shàngxué.,Kids from poor families don't have money to go to school.
带来,dàilái,bring along,他从中国给我带来中国结。,Tā cóng Zhōngguó gěi wǒ dàilái Zhōngguó jié.,He brought me a Chinese knot from China.
带来,dàilái,bring along,地震带来了很大的灾害。,Dìzhèn dàilái le hěn dà de zāihài.,The earthquake caused great damage.
人类,rénlèi,"mankind, humanity",人类破坏了大自然。,Rénlèi pòhuài le dà zìrán.,Human beings have destroyed nature.
人类,rénlèi,"mankind, humanity",人类有很多种族。,Rénlèi yǒu hěn duō zhǒngzú.,Human kind has many ethnic groups.
考虑,kǎolǜ,"consider, think over",近来经济不景气，公司考虑裁员。,"Jìnlái jīngjì bù jǐngqì, gōngsī kǎolǜ cáiyuán.","Recently, the economy is not doing well, so the company is considering a staff cut."
考虑,kǎolǜ,"consider, think over",让我仔细考虑一下。,Ràng wǒ zǐxì kǎolǜ yíxià.,Let me carefully think it over.
自然,zìrán,"nature; naturally, of course",人类破坏了大自然。,Rénlèi pòhuài le dà zìrán.,Human beings have destroyed nature.
自然,zìrán,"nature; naturally, of course",只要你努力，自然会成功。,"Zhǐ yào nǐ nǔlì, zìrán huì chénggōng.","As long as you work hard, you will naturally succeed."
选择,xuǎnzé,"choose, select; choice, selection",她选择了张先生，而不选择林先生。,"Tā xuǎnzé le Zhāng xiānsheng, ér bù xuǎnzé Lín xiānsheng.",She chose Mr. Zhang instead of Mr. Lin.
选择,xuǎnzé,"choose, select; choice, selection",他选择A为这道题的答案。,Tā xuǎnzé A wéi zhè dào tí de dá'àn.,He chose A as the answer to this question.
孩子,háizi,child; children,他有三个孩子。,Tā yǒu sānge háizi.,He has three kids.
孩子,háizi,child; children,孩子应该孝顺父母。,Háizi yīnggāi xiàoshùn fùmǔ.,Children should be filial to their parents.
石油,shíyóu,"oil, petroleum",石油的价格越来越贵了。,Shíyóu de jiàgé yuè lái yuè guì le.,The price of oil is increasingly expensive.
石油,shíyóu,"oil, petroleum",中东出产大量的石油。,Zhōngdōng chūchǎn dàliàng de shíyóu.,The Middle East produces a lot of oil.
电影,diànyǐng,movie,我的嗜好是看电影。,Wǒde shìhào shì kàn diànyǐng.,My hobby is watching movies.
电影,diànyǐng,movie,他们去看了一部爱情电影。,Tāmen qù kàn le yíbù àiqíng diànyǐng.,They went to see a love movie.
态度,tàidu,attitude; manner,他的态度很好。,Tāde tàidu hěn hǎo.,He has a positive attitude.
态度,tàidu,attitude; manner,对待工作，态度要认真。,"Duìdài gōngzuò, tàidu yào rènzhēn.",Our attitude must be serious at work.
困难,kùnnan,"difficult; difficulties, problems",一个人完成这项任务很困难。,Yígé rén wánchéng zhèixiàng rènwù hěn kùnnan.,It's difficult for one person to complete this task.
困难,kùnnan,"difficult; difficulties, problems",公司遇到了困难。,Gōngsī yùdào le kùnnan.,The company met difficulties.
大量,dàliàng,"large amount, large number",中东出产大量的石油。,Zhōngdōng chūchǎn dàliàng de shíyóu.,The Middle East produces a lot of oil.
大量,dàliàng,"large amount, large number",援助非洲需要大量的资金。,Yuánzhù fēizhōu xūyào dàliàng de zījīn.,Assistance to Africa requires significant funding.
首先,shǒuxiān,first of all; first,首先我要谈的是……,Shǒuxiān wǒ yào tán de shì ……,First I want to talk about…
首先,shǒuxiān,first of all; first,行动前，我们首先得制定计划。,"Xíngdòng qián, wǒmen shǒuxiān děi zhìdìng jìhuà.","Before taking action, we must first make a plan."
整个,zhěnggè,"the whole, all of, the entire",整个地球环境都受到破坏。,Zhěnggè dìqiú huánjìng dōu shòu dào pòhuài.,Environments around the world have encountered destruction.
整个,zhěnggè,"the whole, all of, the entire",整个晚上他都在看电视。,Zhěnggè wǎnshàng tā dōu zài kàn diànshì.,He was watching TV all night.
另外,lìngwài,"in addition, moreover; other, another",另外，我还有一个意见。,"Lìngwài, wǒ hái yǒu yígè yìjiàn.","In addition, I have another thought."
另外,lìngwài,"in addition, moreover; other, another",除了他，另外的几个人都睡了。,"Chúle tā, lìngwài de jǐge rén dōu shuì le.","Except for him, the other people all went to sleep."
一样,yíyàng,"alike, the same",他和你一样来自中国。,Tā hé nǐ yíyàng lái zì Zhōngguó.,He and you both come from China.
一样,yíyàng,"alike, the same",他跟他爸爸一样高。,Tā gēn tā bàba yíyàng gāo.,He is as tall as his father.
交通,jiāotōng,traffic; communication,"这里的交通很好,从不堵车。","Zhèlǐ de jiāotōng hěn hǎo, cóng bù dǔchē.",The traffic flow here is good. There is never a traffic jam.
交通,jiāotōng,traffic; communication,交通已经畅通了。,Jiāotōng yǐjīng chàngtōng le.,The traffic is smooth now.
保险,bǎoxiǎn,insurance; safe,保险是一种保障。,Bǎoxiǎn shì yìzhǒng bǎozhàng.,Insurance is a form of protection.
保险,bǎoxiǎn,insurance; safe,我给爸爸买了一份人寿保险。,Wǒ gěi bàba mǎi le yífèn rénshòu bǎoxiǎn.,I bought my father life insurance.
同意,tóngyì,"agree, approve, consent",双方都同意了。,Shuāngfāng dōu tóngyì le.,Both sides agreed.
同意,tóngyì,"agree, approve, consent",她同意了他的求婚。,Tā tóngyì le tāde qiúhūn.,She accepted his marriage proposal.
教授,jiàoshòu,professor; teacher,王教授负责这项实验。,Wáng jiàoshòu fùzé zhèixiàng shíyàn.,Prof. Wang is in charge of this experiment.
教授,jiàoshòu,professor; teacher,他是教授。,Tā shì jiàoshòu.,He is a professor.
压力,yālì,pressure,我现在压力很大。,Wǒ xiànzài yālì hěn dà.,I'm under huge pressure now.
压力,yālì,pressure,中国学生的学习压力很大。,Zhōngguó xuésheng de xuéxí yālì hěn dà.,The pressure on Chinese students to study hard is great.
朋友,péngyou,friend,他是我的朋友。,Tā shì wǒde péngyou.,He is my friend.
朋友,péngyou,friend,他到中国后交了许多朋友。,Tā dào Zhōngguó hòu jiāo le xǔduō péngyou.,He made many friends after he arrived in China.
秘书,mìshū,secretary,请先告诉我的秘书。,Qǐng xiān gàosu wǒde mìshū.,Please inform my secretary first.
秘书,mìshū,secretary,她是这个公司老总的秘书。,Tā shì zhèige gōngsī lǎozǒng de mìshū.,She is the secretary to the boss of the company.
计算,jìsuàn,"count, calculate; plan",电脑在计算方面很快。,Diànnǎo zài jìsuàn fāngmiàn hěn kuài.,Computers calculate very quickly.
计算,jìsuàn,"count, calculate; plan",他正在计算这道数学题。,Tā zhèng zài jìsuàn zhè dào shùxué tí.,He is calculating this math question.
清楚,qīngchu,"clear, distinct; understand",清楚了吗？,Qīngchu le ma?,Is that clear?
清楚,qīngchu,"clear, distinct; understand",他听清楚了老师的要求。,Tā tīng qīngchu le lǎoshī de yāoqiú.,He heard clearly the teacher's requirements.
当然,dāngrán,of course,当然，没问题！,"Dāngrán, méi wèntí!",Of course it's not a problem!
当然,dāngrán,of course,朋友有困难，当然要帮忙。,"Péngyou yǒu kùnnan, dāngrán yào bāngmáng.","When a friend is in trouble, one must help out of course."
年轻,niánqīng,young,他看起来很年轻。,Tā kànqǐlái hěn niánqīng.,He looks very young.
年轻,niánqīng,young,我的妈妈看起来很年轻。,Wǒde māma kànqǐlái hěn niánqīng.,My mother looks young.
